,Court,Surface,Round,PlayerA,PlayerA_Pts,PA_B365,PA_EX,PA_LB,PA_PS,PA_MaxBet,PA_AvgBet,PlayerB,PlayerB_Pts,PB_B365,PB_EX,PB_LB,PB_PS,PB_MaxBet,PB_AvgBet,Rank_Diff,Pt_Diff
12529,1,2,7,114.0,507.0,6.5,5.25,6.5,6.73,6.73,6.25,5.0,5785.0,1.11,1.15,1.11,1.15,1.15,1.13,109.0,-5278.0
12530,1,2,1,223.0,210.0,6.5,5.25,5.0,8.93,8.93,6.42,135.0,430.0,1.11,1.12,1.14,1.09,1.14,1.12,88.0,-220.0
12531,0,1,7,3.0,6600.0,6.5,6.5,6.5,6.65,6.65,6.54,1.0,11670.0,1.11,1.1,1.11,1.15,1.15,1.12,2.0,-5070.0
12532,1,2,1,66.0,704.0,6.5,6.5,6.0,8.6,8.6,6.9,27.0,1330.0,1.11,1.1,1.11,1.1,1.11,1.11,39.0,-626.0
12533,1,1,3,144.0,407.0,6.5,4.75,5.0,6.92,6.92,5.79,8.0,3490.0,1.11,1.13,1.14,1.14,1.14,1.13,136.0,-3083.0
12534,1,1,5,9.0,3045.0,6.5,5.25,6.0,6.73,6.73,6.12,1.0,12040.0,1.11,1.12,1.12,1.14,1.14,1.12,8.0,-8995.0
12535,0,1,5,80.0,627.0,6.5,5.25,5.0,8.01,8.01,6.19,8.0,3425.0,1.11,1.12,1.14,1.12,1.14,1.12,72.0,-2798.0
12536,1,1,5,12.0,2575.0,6.5,5.75,6.5,6.35,6.5,6.28,1.0,13130.0,1.11,1.13,1.11,1.16,1.16,1.13,11.0,-10555.0
12537,0,1,1,85.0,625.0,6.5,5.25,6.0,6.29,6.5,6.01,20.0,1780.0,1.11,1.12,1.11,1.15,1.15,1.12,65.0,-1155.0
12538,1,1,5,137.0,412.0,6.5,5.75,6.0,7.29,7.29,6.39,26.0,1375.0,1.11,1.12,1.12,1.13,1.13,1.12,111.0,-963.0
12539,1,1,3,89.0,614.0,6.5,6.0,5.5,6.92,6.92,6.23,23.0,1555.0,1.11,1.11,1.12,1.14,1.14,1.12,66.0,-941.0
12540,1,1,1,107.0,558.0,6.5,5.5,6.5,6.55,6.55,6.26,13.0,2610.0,1.11,1.08,1.11,1.15,1.15,1.11,94.0,-2052.0
12541,1,1,2,80.0,656.0,6.5,5.5,5.0,6.34,6.5,5.84,11.0,2615.0,1.11,1.13,1.14,1.15,1.15,1.13,69.0,-1959.0
12542,1,1,1,119.0,475.0,6.5,6.0,5.0,6.65,6.65,6.04,11.0,2815.0,1.11,1.1,1.14,1.14,1.14,1.12,108.0,-2340.0
12543,0,1,1,175.0,290.0,6.5,6.0,5.5,6.5,6.5,6.13,18.0,1885.0,1.11,1.11,1.12,1.14,1.14,1.12,157.0,-1595.0
12544,1,1,2,125.0,470.0,6.5,5.5,5.0,7.14,7.14,6.04,18.0,1940.0,1.11,1.13,1.14,1.13,1.14,1.13,107.0,-1470.0
12545,0,1,1,194.0,256.0,6.5,5.25,5.0,6.5,6.5,5.81,46.0,925.0,1.11,1.12,1.14,1.14,1.14,1.13,148.0,-669.0
12546,1,1,5,81.0,645.0,6.5,5.25,6.0,7.58,7.58,6.33,11.0,2815.0,1.11,1.12,1.12,1.13,1.13,1.12,70.0,-2170.0
12547,1,1,2,53.0,885.0,6.5,6.0,6.0,6.71,6.71,6.3,5.0,4890.0,1.11,1.11,1.11,1.14,1.14,1.12,48.0,-4005.0
12548,1,1,3,32.0,1195.0,6.5,5.75,5.5,7.47,7.47,6.31,3.0,5650.0,1.11,1.12,1.12,1.13,1.13,1.12,29.0,-4455.0
12549,1,1,2,39.0,1015.0,6.5,6.0,6.0,6.48,6.5,6.25,6.0,4865.0,1.11,1.1,1.11,1.14,1.14,1.12,33.0,-3850.0
12550,0,1,2,159.0,304.0,6.5,6.0,6.0,6.68,6.68,6.3,41.0,1055.0,1.1,1.11,1.11,1.15,1.15,1.12,118.0,-751.0
12551,1,3,1,203.0,235.0,6.5,5.25,6.0,7.02,7.02,6.19,17.0,2095.0,1.1,1.14,1.11,1.14,1.14,1.12,186.0,-1860.0
12552,1,1,3,118.0,503.0,6.5,5.6,7.0,9.05,9.05,7.04,6.0,4290.0,1.11,1.08,1.1,1.1,1.11,1.1,112.0,-3787.0
12553,1,2,7,285.0,163.0,6.5,5.75,5.5,7.65,7.65,6.35,7.0,3875.0,1.11,1.12,1.14,1.13,1.14,1.13,278.0,-3712.0
12554,1,2,5,230.0,235.0,6.5,5.25,6.0,7.51,7.51,6.32,35.0,1210.0,1.11,1.1,1.12,1.13,1.13,1.12,195.0,-975.0
12555,1,2,1,1267.0,3.0,6.5,5.0,5.0,7.03,7.03,5.88,78.0,639.0,1.1,1.15,1.14,1.14,1.15,1.13,1189.0,-636.0
12556,1,1,8,6.0,4545.0,6.5,5.2,6.0,6.54,6.54,6.06,1.0,12960.0,1.11,1.14,1.11,1.15,1.15,1.13,5.0,-8415.0
12557,1,1,1,133.0,427.0,6.5,6.0,5.5,6.02,6.5,6.01,11.0,2075.0,1.11,1.11,1.12,1.16,1.16,1.13,122.0,-1648.0
12558,1,1,2,50.0,938.0,6.5,5.5,6.0,7.18,7.18,6.3,5.0,5255.0,1.11,1.13,1.11,1.13,1.13,1.12,45.0,-4317.0
12559,1,1,2,131.0,405.0,6.5,5.0,6.5,6.54,6.54,6.14,18.0,1915.0,1.11,1.15,1.1,1.15,1.15,1.13,113.0,-1510.0
12560,1,2,1,507.0,72.0,6.5,5.75,7.0,7.0,7.0,6.56,68.0,765.0,1.11,1.08,1.1,1.13,1.13,1.11,439.0,-693.0
12561,0,1,5,51.0,867.0,6.5,5.7,6.0,8.36,8.36,6.64,35.0,1090.0,1.11,1.12,1.12,1.11,1.12,1.12,16.0,-223.0
12562,1,1,3,85.0,615.0,6.5,6.5,6.0,6.99,6.99,6.5,16.0,2100.0,1.11,1.1,1.11,1.14,1.14,1.12,69.0,-1485.0
12563,1,1,7,7.0,4410.0,6.5,5.5,6.0,5.69,6.5,5.92,1.0,13280.0,1.11,1.13,1.12,1.19,1.19,1.14,6.0,-8870.0
12564,1,1,2,57.0,793.0,6.5,5.0,4.5,6.35,6.5,5.59,15.0,2135.0,1.11,1.15,1.17,1.15,1.17,1.15,42.0,-1342.0
12565,1,3,3,83.0,640.0,6.5,5.75,5.5,6.34,6.5,6.02,6.0,4680.0,1.11,1.13,1.12,1.15,1.15,1.13,77.0,-4040.0
12566,1,1,1,679.0,41.0,6.5,6.5,6.0,8.04,8.04,6.76,18.0,1703.0,1.11,1.1,1.12,1.11,1.12,1.11,661.0,-1662.0
12567,1,2,7,36.0,1065.0,6.5,5.65,6.0,6.73,6.73,6.22,3.0,7760.0,1.11,1.12,1.12,1.15,1.15,1.13,33.0,-6695.0
12568,1,1,5,42.0,940.0,6.5,5.5,6.5,7.65,7.65,6.54,5.0,6630.0,1.11,1.13,1.1,1.13,1.13,1.12,37.0,-5690.0
12569,1,2,2,85.0,608.0,6.5,5.5,6.0,6.16,6.5,6.04,17.0,1960.0,1.11,1.13,1.11,1.16,1.16,1.13,68.0,-1352.0
12570,1,2,1,90.0,612.0,6.5,4.75,5.5,7.0,7.0,5.94,43.0,991.0,1.11,1.16,1.12,1.13,1.16,1.13,47.0,-379.0
12571,1,2,3,49.0,860.0,6.5,6.0,6.0,6.08,6.5,6.15,7.0,4750.0,1.11,1.11,1.12,1.17,1.17,1.13,42.0,-3890.0
12572,1,1,1,56.0,797.0,6.5,6.0,6.0,6.82,6.82,6.33,26.0,1465.0,1.11,1.11,1.12,1.13,1.13,1.12,30.0,-668.0
12573,1,2,5,49.0,860.0,6.5,6.0,6.0,6.69,6.69,6.3,1.0,12500.0,1.11,1.11,1.12,1.15,1.15,1.12,48.0,-11640.0
12574,1,2,5,211.0,231.0,6.5,5.5,5.0,6.7,6.7,5.93,29.0,1280.0,1.11,1.13,1.14,1.15,1.15,1.13,182.0,-1049.0
12575,1,2,1,121.0,458.0,6.5,6.0,4.5,5.85,6.5,5.71,64.0,730.0,1.11,1.11,1.17,1.17,1.17,1.14,57.0,-272.0
12576,1,1,2,514.0,52.0,6.5,5.65,5.5,8.36,8.36,6.5,8.0,3780.0,1.1,1.12,1.13,1.11,1.13,1.12,506.0,-3728.0
12577,0,1,1,140.0,401.0,6.5,6.5,6.0,7.56,7.56,6.64,9.0,2950.0,1.11,1.1,1.11,1.11,1.11,1.11,131.0,-2549.0
12578,1,2,5,113.0,473.0,6.5,6.0,5.0,7.65,7.65,6.29,16.0,2005.0,1.11,1.11,1.14,1.13,1.14,1.12,97.0,-1532.0
12579,1,2,2,85.0,629.0,6.5,5.5,5.5,6.87,6.87,6.09,17.0,1915.0,1.11,1.13,1.12,1.14,1.14,1.13,68.0,-1286.0
12580,1,2,7,228.0,200.0,6.5,5.5,6.5,7.47,7.47,6.49,16.0,2005.0,1.11,1.13,1.1,1.13,1.13,1.12,212.0,-1805.0
12581,1,2,2,47.0,970.0,6.5,6.5,7.0,7.45,7.45,6.86,4.0,5715.0,1.11,1.1,1.08,1.13,1.13,1.11,43.0,-4745.0
12582,1,1,1,207.0,240.0,6.5,5.5,6.0,6.54,6.54,6.14,15.0,2470.0,1.1,1.13,1.11,1.15,1.15,1.12,192.0,-2230.0
12583,1,3,1,99.0,587.0,6.5,5.25,4.5,6.81,6.81,5.77,43.0,1030.0,1.11,1.15,1.17,1.13,1.17,1.14,56.0,-443.0
12584,1,1,1,38.0,1076.0,6.5,5.75,5.0,6.88,6.88,6.03,6.0,4540.0,1.11,1.11,1.14,1.13,1.14,1.12,32.0,-3464.0
12585,1,3,8,29.0,1355.0,6.5,6.0,6.0,6.61,6.61,6.28,3.0,7640.0,1.11,1.11,1.12,1.15,1.15,1.12,26.0,-6285.0
12586,1,1,2,124.0,440.0,6.5,5.25,5.0,6.48,6.5,5.81,8.0,3965.0,1.11,1.15,1.14,1.15,1.15,1.14,116.0,-3525.0
12587,0,1,7,17.0,2055.0,6.5,5.75,5.0,7.38,7.38,6.16,2.0,7335.0,1.1,1.12,1.14,1.13,1.14,1.12,15.0,-5280.0
12588,1,1,2,169.0,299.0,6.5,6.0,5.5,6.02,6.5,6.01,10.0,3465.0,1.11,1.11,1.12,1.17,1.17,1.13,159.0,-3166.0
12589,1,2,1,179.0,321.0,6.5,5.75,6.0,7.54,7.54,6.45,42.0,1055.0,1.1,1.12,1.11,1.12,1.12,1.11,137.0,-734.0
12590,1,2,2,254.0,192.0,6.5,4.75,5.0,6.12,6.5,5.59,27.0,1274.0,1.1,1.16,1.14,1.16,1.16,1.14,227.0,-1082.0
12591,1,2,2,135.0,427.0,6.5,6.5,6.5,5.98,6.5,6.37,46.0,1015.0,1.1,1.1,1.1,1.17,1.17,1.12,89.0,-588.0
12592,1,2,2,177.0,273.0,6.5,6.5,5.5,7.55,7.55,6.51,41.0,1065.0,1.11,1.1,1.12,1.12,1.12,1.11,136.0,-792.0
12593,1,1,1,35.0,1146.0,6.5,6.0,6.0,6.76,6.76,6.32,3.0,5460.0,1.11,1.11,1.11,1.13,1.13,1.12,32.0,-4314.0
12594,1,3,1,169.0,340.0,6.5,6.5,6.0,6.78,6.78,6.45,7.0,3490.0,1.1,1.1,1.11,1.13,1.13,1.11,162.0,-3150.0
12595,1,1,2,52.0,891.0,6.5,5.6,6.0,6.7,6.7,6.2,8.0,4460.0,1.11,1.12,1.11,1.14,1.14,1.12,44.0,-3569.0
12596,1,2,8,6.0,4600.0,6.5,5.75,5.5,7.51,7.51,6.32,1.0,12870.0,1.11,1.12,1.13,1.13,1.13,1.12,5.0,-8270.0
12597,1,1,7,8.0,4460.0,6.5,6.0,6.5,6.99,6.99,6.5,1.0,13045.0,1.11,1.11,1.11,1.14,1.14,1.12,7.0,-8585.0
12598,1,2,3,22.0,1495.0,6.5,6.5,5.5,7.03,7.03,6.38,3.0,8550.0,1.1,1.1,1.13,1.14,1.14,1.12,19.0,-7055.0
12599,1,2,2,93.0,563.0,6.5,6.5,5.5,8.6,8.6,6.78,12.0,2350.0,1.1,1.1,1.13,1.1,1.13,1.11,81.0,-1787.0
12600,1,1,2,90.0,602.0,6.5,5.0,7.0,7.28,7.28,6.45,6.0,3980.0,1.11,1.11,1.1,1.13,1.13,1.11,84.0,-3378.0
12601,1,1,5,7.0,4320.0,6.5,5.75,5.5,7.65,7.65,6.35,1.0,12630.0,1.1,1.12,1.13,1.13,1.13,1.12,6.0,-8310.0
12602,1,1,2,97.0,566.0,6.5,6.0,6.0,10.15,10.15,7.16,4.0,8120.0,1.11,1.11,1.11,1.08,1.11,1.1,93.0,-7554.0
12603,1,1,5,125.0,437.0,6.5,6.25,5.5,7.47,7.47,6.43,13.0,2520.0,1.1,1.1,1.125,1.129,1.13,1.11,112.0,-2083.0
12604,0,1,2,98.0,560.0,6.5,5.65,4.5,7.29,7.29,5.99,14.0,2330.0,1.1,1.12,1.17,1.13,1.17,1.13,84.0,-1770.0
12605,1,3,1,80.0,610.0,6.5,7.0,6.5,8.43,8.43,7.11,23.0,1540.0,1.11,1.08,1.1,1.09,1.11,1.1,57.0,-930.0
12606,1,2,2,85.0,586.0,6.5,6.0,5.5,7.55,7.55,6.39,42.0,1025.0,1.11,1.1,1.12,1.12,1.12,1.11,43.0,-439.0
12607,1,3,5,34.0,1175.0,6.5,6.0,7.0,6.77,7.0,6.57,2.0,10060.0,1.11,1.11,1.08,1.15,1.15,1.11,32.0,-8885.0
12608,1,1,1,565.0,43.0,6.5,5.0,5.5,6.3,6.5,5.83,71.0,698.0,1.11,1.15,1.13,1.15,1.15,1.14,494.0,-655.0
12609,0,1,2,59.0,785.0,6.5,6.5,7.0,8.6,8.6,7.15,4.0,5460.0,1.11,1.1,1.08,1.1,1.11,1.1,55.0,-4675.0
12610,1,3,1,81.0,622.0,6.5,5.5,6.0,6.97,6.97,6.24,71.0,655.0,1.11,1.13,1.11,1.13,1.13,1.12,10.0,-33.0
12611,0,1,5,19.0,1755.0,6.5,6.0,6.0,7.14,7.14,6.41,4.0,5460.0,1.11,1.11,1.12,1.14,1.14,1.12,15.0,-3705.0
12612,1,1,1,36.0,1146.0,6.5,6.0,6.0,6.99,6.99,6.37,7.0,3990.0,1.11,1.11,1.12,1.13,1.13,1.12,29.0,-2844.0
12613,1,1,1,200.0,235.0,6.5,6.25,5.5,7.39,7.39,6.41,43.0,961.0,1.11,1.1,1.12,1.13,1.13,1.12,157.0,-726.0
12614,1,3,2,218.0,227.0,6.5,6.5,6.5,7.48,7.48,6.75,7.0,3490.0,1.1,1.1,1.1,1.13,1.13,1.11,211.0,-3263.0
12615,1,1,1,463.0,82.0,6.5,6.0,5.5,6.96,6.96,6.24,41.0,1043.0,1.11,1.11,1.12,1.13,1.13,1.12,422.0,-961.0
12616,1,2,7,27.0,1330.0,6.5,5.1,5.5,7.21,7.21,6.08,5.0,5595.0,1.11,1.11,1.14,1.14,1.14,1.13,22.0,-4265.0
12617,1,2,5,79.0,642.0,6.5,5.75,5.5,6.99,6.99,6.19,8.0,2470.0,1.1,1.12,1.13,1.14,1.14,1.12,71.0,-1828.0
12618,0,1,1,108.0,513.0,6.5,5.5,5.0,6.02,6.5,5.76,53.0,856.0,1.11,1.12,1.14,1.16,1.16,1.13,55.0,-343.0
12619,1,3,2,62.0,718.0,6.5,6.0,6.5,8.6,8.6,6.9,6.0,5180.0,1.11,1.11,1.1,1.1,1.11,1.11,56.0,-4462.0
12620,1,1,1,235.0,189.0,6.5,6.25,6.0,7.29,7.29,6.51,27.0,1260.0,1.1,1.1,1.11,1.133,1.13,1.11,208.0,-1071.0
12621,1,2,5,199.0,245.0,6.5,5.5,5.5,7.47,7.47,6.24,5.0,5430.0,1.11,1.13,1.12,1.12,1.13,1.12,194.0,-5185.0
12622,0,1,1,31.0,1335.0,6.5,5.75,6.0,7.29,7.29,6.39,4.0,6125.0,1.1,1.12,1.11,1.13,1.13,1.12,27.0,-4790.0
12623,1,3,3,57.0,765.0,6.5,5.06,5.5,6.35,6.5,5.85,8.0,3200.0,1.11,1.14,1.12,1.15,1.15,1.13,49.0,-2435.0
12624,1,1,2,91.0,553.0,6.5,6.75,5.5,8.36,8.36,6.78,14.0,2430.0,1.1,1.09,1.12,1.111,1.12,1.11,77.0,-1877.0
12625,1,1,4,55.0,888.0,6.5,5.75,5.5,6.73,6.73,6.12,6.0,4510.0,1.1,1.12,1.13,1.15,1.15,1.13,49.0,-3622.0
12626,1,1,5,12.0,2325.0,6.5,5.75,6.0,7.1,7.1,6.34,4.0,5425.0,1.11,1.12,1.12,1.14,1.14,1.12,8.0,-3100.0
12627,1,1,1,370.0,124.0,6.5,6.0,6.5,7.41,7.41,6.6,52.0,886.0,1.11,1.09,1.11,1.12,1.12,1.11,318.0,-762.0
12628,1,2,2,191.0,283.0,6.5,6.0,5.5,6.99,6.99,6.25,36.0,1150.0,1.1,1.11,1.13,1.13,1.13,1.12,155.0,-867.0
12629,0,1,2,115.0,493.0,6.5,5.2,5.5,7.07,7.07,6.07,27.0,1335.0,1.11,1.14,1.12,1.13,1.14,1.13,88.0,-842.0
12630,0,1,1,41.0,950.0,6.5,5.2,6.5,6.32,6.5,6.13,11.0,2860.0,1.1,1.15,1.1,1.161,1.16,1.13,30.0,-1910.0
12631,0,1,1,120.0,464.0,6.5,5.4,5.0,8.44,8.44,6.34,16.0,1975.0,1.1,1.13,1.14,1.09,1.14,1.12,104.0,-1511.0
12632,0,1,5,172.0,315.0,6.5,5.75,5.0,7.94,7.94,6.3,12.0,2560.0,1.1,1.12,1.14,1.13,1.14,1.12,160.0,-2245.0
12633,1,2,1,329.0,136.0,6.5,6.0,6.5,8.04,8.04,6.76,37.0,1100.0,1.11,1.1,1.1,1.11,1.11,1.11,292.0,-964.0
12634,1,2,1,64.0,721.0,6.5,5.2,5.5,8.01,8.01,6.3,27.0,1370.0,1.1,1.14,1.125,1.118,1.14,1.12,37.0,-649.0
12635,1,1,2,132.0,435.0,6.5,4.75,5.5,7.55,7.55,6.08,13.0,2585.0,1.11,1.14,1.14,1.12,1.14,1.13,119.0,-2150.0
12636,0,1,2,22.0,1620.0,6.5,6.0,5.5,6.18,6.5,6.05,6.0,4985.0,1.11,1.1,1.12,1.16,1.16,1.12,16.0,-3365.0
12637,0,1,1,112.0,498.0,6.5,5.0,5.0,7.13,7.13,5.91,11.0,2910.0,1.1,1.15,1.14,1.13,1.15,1.13,101.0,-2412.0
12638,1,2,1,108.0,507.0,6.5,7.25,6.0,7.74,7.74,6.87,36.0,1135.0,1.11,1.08,1.11,1.11,1.11,1.1,72.0,-628.0
12639,0,1,2,61.0,737.0,6.5,5.5,5.5,7.04,7.04,6.14,20.0,1815.0,1.11,1.13,1.12,1.13,1.13,1.12,41.0,-1078.0
12640,1,1,7,13.0,2345.0,6.5,5.0,5.0,6.68,6.68,5.8,2.0,9145.0,1.1,1.14,1.14,1.15,1.15,1.13,11.0,-6800.0
12641,1,1,2,229.0,210.0,6.5,6.5,6.5,7.38,7.38,6.72,21.0,1755.0,1.1,1.1,1.1,1.13,1.13,1.11,208.0,-1545.0
12642,0,1,1,96.0,540.0,6.5,6.5,5.5,8.36,8.36,6.72,36.0,1125.0,1.1,1.1,1.125,1.111,1.13,1.11,60.0,-585.0
12643,0,1,1,136.0,399.0,6.5,5.75,5.5,7.44,7.44,6.3,33.0,1255.0,1.1,1.12,1.13,1.12,1.13,1.12,103.0,-856.0
12644,1,1,8,21.0,1600.0,6.5,5.2,7.0,7.32,7.32,6.51,2.0,11270.0,1.11,1.14,1.08,1.13,1.14,1.12,19.0,-9670.0
12645,1,1,5,16.0,2200.0,6.5,5.5,6.0,6.88,6.88,6.22,1.0,11805.0,1.11,1.13,1.11,1.14,1.14,1.12,15.0,-9605.0
12646,1,1,3,20.0,1770.0,6.5,6.0,6.5,8.04,8.04,6.76,3.0,8090.0,1.11,1.11,1.11,1.13,1.13,1.12,17.0,-6320.0
12647,1,1,2,182.0,310.0,6.5,5.1,6.0,9.58,9.58,6.8,32.0,1315.0,1.11,1.1,1.12,1.09,1.12,1.11,150.0,-1005.0
12648,1,1,2,92.0,566.0,6.5,5.75,5.5,7.21,7.21,6.24,6.0,4510.0,1.1,1.12,1.13,1.13,1.13,1.12,86.0,-3944.0
12649,1,1,2,64.0,780.0,6.5,6.0,5.5,7.41,7.41,6.35,5.0,5460.0,1.11,1.11,1.12,1.13,1.13,1.12,59.0,-4680.0
12650,1,1,2,96.0,569.0,6.5,6.0,5.5,7.05,7.05,6.26,19.0,1735.0,1.11,1.11,1.12,1.13,1.13,1.12,77.0,-1166.0
12651,1,1,2,57.0,859.0,6.5,5.75,5.0,6.49,6.5,5.94,4.0,5735.0,1.1,1.12,1.14,1.15,1.15,1.13,53.0,-4876.0
12652,1,1,2,389.0,111.0,6.5,5.75,6.5,6.87,6.87,6.41,24.0,1450.0,1.11,1.11,1.1,1.14,1.14,1.12,365.0,-1339.0
12653,1,3,2,86.0,600.0,6.5,6.5,5.5,8.6,8.6,6.78,2.0,9165.0,1.11,1.1,1.12,1.1,1.12,1.11,84.0,-8565.0
12654,1,1,5,9.0,2950.0,6.5,5.0,5.5,7.65,7.65,6.16,1.0,16540.0,1.11,1.12,1.14,1.13,1.14,1.13,8.0,-13590.0
12655,1,1,1,154.0,375.0,6.5,5.75,5.5,7.45,7.45,6.3,38.0,1065.0,1.1,1.12,1.13,1.13,1.13,1.12,116.0,-690.0
12656,1,3,1,64.0,763.0,6.5,5.75,5.5,6.5,6.5,6.06,42.0,1045.0,1.11,1.11,1.12,1.14,1.14,1.12,22.0,-282.0
12657,1,1,2,143.0,383.0,6.5,6.5,5.0,7.14,7.14,6.29,9.0,3185.0,1.11,1.1,1.14,1.13,1.14,1.12,134.0,-2802.0
12658,1,2,1,516.0,65.0,6.5,5.75,5.5,7.14,7.14,6.22,55.0,850.0,1.11,1.12,1.12,1.13,1.13,1.12,461.0,-785.0
12659,1,1,4,17.0,1870.0,6.5,5.75,6.5,6.8,6.8,6.39,4.0,5695.0,1.11,1.12,1.11,1.15,1.15,1.12,13.0,-3825.0
12660,1,1,2,158.0,355.0,6.5,5.0,5.0,6.35,6.5,5.71,8.0,3770.0,1.1,1.15,1.14,1.16,1.16,1.14,150.0,-3415.0
12661,1,1,5,7.0,4580.0,6.5,5.75,6.0,6.58,6.58,6.21,1.0,13205.0,1.11,1.12,1.12,1.15,1.15,1.13,6.0,-8625.0
12662,1,2,3,17.0,1855.0,6.5,5.4,5.5,6.46,6.5,5.97,7.0,4990.0,1.11,1.13,1.14,1.16,1.16,1.14,10.0,-3135.0
12663,1,1,1,45.0,902.0,6.5,5.75,6.0,6.85,6.85,6.28,7.0,4520.0,1.11,1.11,1.11,1.12,1.12,1.11,38.0,-3618.0
12664,1,3,2,33.0,1190.0,6.5,5.5,5.5,6.87,6.87,6.09,7.0,4685.0,1.11,1.13,1.12,1.14,1.14,1.13,26.0,-3495.0
12665,1,3,5,155.0,339.0,6.5,5.5,5.0,6.16,6.5,5.79,11.0,2520.0,1.11,1.13,1.14,1.17,1.17,1.14,144.0,-2181.0
12666,1,2,3,18.0,1735.0,6.5,5.0,5.5,7.6,7.6,6.15,3.0,8520.0,1.11,1.15,1.14,1.13,1.15,1.13,15.0,-6785.0
12667,0,1,5,92.0,605.0,6.5,6.5,6.5,7.87,7.87,6.84,10.0,2710.0,1.11,1.1,1.1,1.13,1.13,1.11,82.0,-2105.0
12668,0,1,2,64.0,730.0,6.5,5.5,6.0,6.87,6.87,6.22,8.0,2935.0,1.11,1.13,1.11,1.14,1.14,1.12,56.0,-2205.0
12669,0,1,7,77.0,712.0,6.5,4.8,6.0,6.0,6.5,5.83,12.0,2780.0,1.11,1.11,1.12,1.17,1.17,1.13,65.0,-2068.0
12670,0,1,1,74.0,728.0,6.5,5.4,6.5,8.33,8.33,6.68,9.0,3250.0,1.11,1.09,1.11,1.1,1.11,1.1,65.0,-2522.0
12671,0,1,5,27.0,1385.0,6.5,5.4,6.0,7.65,7.65,6.39,2.0,10485.0,1.11,1.09,1.12,1.13,1.13,1.11,25.0,-9100.0
12672,1,2,1,45.0,992.0,6.5,6.0,5.5,7.55,7.55,6.39,19.0,1675.0,1.11,1.11,1.12,1.13,1.13,1.12,26.0,-683.0
12673,1,1,1,141.0,375.0,6.5,6.0,6.5,7.29,7.29,6.57,10.0,4045.0,1.11,1.11,1.1,1.13,1.13,1.11,131.0,-3670.0
12674,1,2,1,249.0,207.0,6.5,6.0,5.5,7.13,7.13,6.28,71.0,739.0,1.11,1.1,1.14,1.13,1.14,1.12,178.0,-532.0
12675,0,1,1,227.0,218.0,6.5,5.5,6.5,7.98,7.98,6.62,45.0,890.0,1.11,1.13,1.1,1.11,1.13,1.11,182.0,-672.0
12676,1,2,1,66.0,715.0,6.5,6.0,7.0,8.6,8.6,7.03,21.0,1505.0,1.11,1.11,1.08,1.1,1.11,1.1,45.0,-790.0
12677,1,1,2,99.0,545.0,6.5,5.75,6.0,7.71,7.71,6.49,7.0,4600.0,1.11,1.13,1.11,1.13,1.13,1.12,92.0,-4055.0
12678,1,1,5,23.0,1595.0,6.5,5.2,5.5,7.21,7.21,6.1,8.0,3720.0,1.11,1.14,1.125,1.135,1.14,1.13,15.0,-2125.0
12679,1,1,3,46.0,945.0,6.5,6.0,6.0,6.74,6.74,6.31,3.0,7840.0,1.11,1.11,1.12,1.15,1.15,1.12,43.0,-6895.0
12680,0,1,3,18.0,2035.0,6.5,4.75,6.5,7.47,7.47,6.31,1.0,12900.0,1.11,1.12,1.11,1.13,1.13,1.12,17.0,-10865.0
12681,0,1,3,22.0,1700.0,6.5,4.9,6.0,7.29,7.29,6.17,5.0,4690.0,1.11,1.11,1.12,1.13,1.13,1.12,17.0,-2990.0
12682,0,1,1,113.0,525.0,6.5,5.25,7.0,7.49,7.49,6.56,15.0,2160.0,1.11,1.09,1.1,1.12,1.12,1.11,98.0,-1635.0
12683,0,1,7,19.0,1765.0,6.5,5.0,6.0,6.73,6.73,6.06,4.0,7530.0,1.11,1.15,1.13,1.15,1.15,1.14,15.0,-5765.0
12684,0,1,5,53.0,870.0,6.5,5.5,6.0,6.7,6.7,6.18,13.0,2245.0,1.11,1.13,1.11,1.15,1.15,1.13,40.0,-1375.0
12685,0,1,1,137.0,395.0,6.5,6.0,5.5,5.95,6.5,5.99,16.0,1975.0,1.11,1.11,1.12,1.16,1.16,1.13,121.0,-1580.0
12686,1,1,1,101.0,535.0,6.5,5.75,5.5,6.39,6.5,6.04,14.0,2070.0,1.11,1.12,1.13,1.15,1.15,1.13,87.0,-1535.0
12687,1,2,2,338.0,136.0,6.5,6.0,6.0,7.38,7.38,6.47,45.0,895.0,1.11,1.11,1.12,1.13,1.13,1.12,293.0,-759.0
12688,1,1,2,37.0,999.0,6.5,5.75,4.5,6.91,6.91,5.92,5.0,5025.0,1.11,1.12,1.17,1.14,1.17,1.14,32.0,-4026.0
12689,1,2,5,16.0,1855.0,6.5,5.5,5.5,7.1,7.1,6.15,6.0,4160.0,1.11,1.13,1.14,1.14,1.14,1.13,10.0,-2305.0
12690,1,3,1,163.0,317.0,6.5,6.0,5.0,5.95,6.5,5.86,34.0,1175.0,1.11,1.11,1.14,1.16,1.16,1.13,129.0,-858.0
12691,0,1,1,92.0,578.0,6.5,5.5,5.5,6.63,6.63,6.03,30.0,1235.0,1.11,1.13,1.13,1.14,1.14,1.13,62.0,-657.0
12692,1,2,7,8.0,2820.0,6.5,5.65,6.0,6.54,6.54,6.17,3.0,8520.0,1.11,1.12,1.12,1.15,1.15,1.13,5.0,-5700.0
12693,1,1,2,48.0,930.0,6.5,6.0,6.5,8.67,8.67,6.92,4.0,6025.0,1.11,1.11,1.11,1.1,1.11,1.11,44.0,-5095.0
