,Court,Surface,Round,PlayerA,PlayerA_Pts,PA_B365,PA_EX,PA_LB,PA_PS,PA_MaxBet,PA_AvgBet,PlayerB,PlayerB_Pts,PB_B365,PB_EX,PB_LB,PB_PS,PB_MaxBet,PB_AvgBet,Rank_Diff,Pt_Diff
11779,1,2,3,21.0,1505.0,5.0,4.0,5.0,5.05,5.05,4.76,1.0,12020.0,1.16,1.22,1.14,1.22,1.22,1.19,20.0,-10515.0
11780,1,2,1,40.0,1026.0,5.0,4.35,4.33,5.0,5.0,4.67,20.0,1505.0,1.16,1.19,1.2,1.21,1.21,1.19,20.0,-479.0
11781,1,1,5,57.0,806.0,5.0,4.25,4.5,4.89,5.0,4.66,9.0,3490.0,1.14,1.2,1.17,1.23,1.23,1.19,48.0,-2684.0
11782,1,2,1,115.0,533.0,5.0,4.6,5.0,6.02,6.02,5.16,47.0,955.0,1.16,1.15,1.17,1.16,1.17,1.16,68.0,-422.0
11783,1,2,5,5.0,4930.0,5.0,4.53,5.5,5.01,5.5,5.01,1.0,11200.0,1.16,1.17,1.12,1.22,1.22,1.17,4.0,-6270.0
11784,0,1,8,10.0,3930.0,5.0,4.5,5.0,5.44,5.44,4.99,1.0,11510.0,1.16,1.18,1.17,1.2,1.2,1.18,9.0,-7580.0
11785,1,2,1,168.0,330.0,5.0,4.6,4.5,5.62,5.62,4.93,40.0,1015.0,1.16,1.15,1.2,1.17,1.2,1.17,128.0,-685.0
11786,0,1,3,21.0,1735.0,5.0,5.25,5.0,5.54,5.54,5.2,1.0,11510.0,1.16,1.14,1.17,1.19,1.19,1.17,20.0,-9775.0
11787,1,2,2,188.0,274.0,5.0,4.5,4.5,4.74,5.0,4.69,43.0,1001.0,1.16,1.18,1.17,1.23,1.23,1.19,145.0,-727.0
11788,1,2,2,269.0,184.0,5.0,5.0,5.0,5.5,5.5,5.13,53.0,890.0,1.16,1.16,1.14,1.19,1.19,1.16,216.0,-706.0
11789,1,2,2,57.0,790.0,5.0,4.25,4.33,5.42,5.42,4.75,19.0,1565.0,1.16,1.2,1.2,1.19,1.2,1.19,38.0,-775.0
11790,0,1,2,52.0,829.0,5.0,4.5,5.0,5.8,5.8,5.08,13.0,2395.0,1.16,1.18,1.17,1.17,1.18,1.17,39.0,-1566.0
11791,0,1,3,34.0,1215.0,5.0,4.5,4.33,5.33,5.33,4.79,3.0,6945.0,1.14,1.18,1.2,1.2,1.2,1.18,31.0,-5730.0
11792,1,2,1,56.0,785.0,5.0,4.25,5.0,5.36,5.36,4.9,17.0,1990.0,1.16,1.2,1.14,1.19,1.2,1.17,39.0,-1205.0
11793,1,2,2,53.0,834.0,5.0,4.75,5.5,5.8,5.8,5.26,5.0,4880.0,1.16,1.17,1.14,1.17,1.17,1.16,48.0,-4046.0
11794,1,3,7,27.0,1250.0,5.0,4.75,5.0,5.57,5.57,5.08,2.0,9165.0,1.16,1.16,1.17,1.19,1.19,1.17,25.0,-7915.0
11795,1,1,1,285.0,151.0,5.0,4.92,1.14,5.57,5.57,4.16,28.0,1260.0,1.14,1.15,5.0,1.19,5.0,2.12,257.0,-1109.0
11796,1,3,2,114.0,474.0,5.0,4.75,4.5,5.0,5.0,4.81,5.0,5570.0,1.16,1.17,1.17,1.21,1.21,1.18,109.0,-5096.0
11797,1,2,1,82.0,688.0,5.0,4.75,5.5,6.22,6.22,5.37,27.0,1430.0,1.16,1.13,1.14,1.15,1.16,1.15,55.0,-742.0
11798,1,2,1,89.0,609.0,5.0,4.75,5.0,5.33,5.33,5.02,36.0,1075.0,1.14,1.16,1.14,1.2,1.2,1.16,53.0,-466.0
11799,1,1,2,38.0,1061.0,5.0,4.5,5.0,5.73,5.73,5.06,27.0,1345.0,1.16,1.18,1.14,1.18,1.18,1.17,11.0,-284.0
11800,1,1,3,91.0,607.0,5.0,4.25,4.33,5.49,5.49,4.77,8.0,2875.0,1.16,1.2,1.2,1.19,1.2,1.19,83.0,-2268.0
11801,1,1,4,91.0,607.0,5.0,4.5,4.5,5.37,5.37,4.84,11.0,2120.0,1.16,1.18,1.17,1.2,1.2,1.18,80.0,-1513.0
11802,0,1,2,86.0,587.0,5.0,5.0,5.0,5.42,5.42,5.11,13.0,2305.0,1.16,1.15,1.14,1.19,1.19,1.16,73.0,-1718.0
11803,0,1,2,78.0,657.0,5.0,4.75,5.0,5.12,5.12,4.97,10.0,2590.0,1.16,1.16,1.17,1.21,1.21,1.18,68.0,-1933.0
11804,1,2,2,212.0,214.0,5.0,4.25,5.0,4.77,5.0,4.76,23.0,1630.0,1.14,1.2,1.143,1.235,1.24,1.18,189.0,-1416.0
11805,1,3,2,116.0,466.0,5.0,4.75,4.5,5.08,5.08,4.83,9.0,3460.0,1.16,1.17,1.17,1.21,1.21,1.18,107.0,-2994.0
11806,0,1,8,39.0,1025.0,5.0,4.25,4.5,4.14,5.0,4.47,7.0,4210.0,1.16,1.2,1.2,1.29,1.29,1.21,32.0,-3185.0
11807,1,1,2,75.0,715.0,5.0,5.5,6.0,5.54,6.0,5.51,6.0,4535.0,1.16,1.13,1.11,1.19,1.19,1.15,69.0,-3820.0
11808,0,1,2,49.0,852.0,5.0,5.0,5.0,5.76,5.76,5.19,12.0,2565.0,1.16,1.16,1.17,1.18,1.18,1.17,37.0,-1713.0
11809,1,2,2,117.0,454.0,5.0,4.5,4.33,5.83,5.83,4.92,10.0,2710.0,1.16,1.18,1.2,1.17,1.2,1.18,107.0,-2256.0
11810,1,2,2,136.0,404.0,5.0,5.0,4.5,5.08,5.08,4.9,9.0,2725.0,1.16,1.15,1.17,1.21,1.21,1.17,127.0,-2321.0
11811,1,2,7,45.0,895.0,5.0,4.5,4.5,5.53,5.53,4.88,5.0,4880.0,1.16,1.18,1.2,1.19,1.2,1.18,40.0,-3985.0
11812,1,1,4,20.0,1760.0,5.0,4.65,4.333,5.55,5.55,4.88,1.0,11035.0,1.14,1.17,1.2,1.191,1.2,1.18,19.0,-9275.0
11813,1,1,5,38.0,1050.0,5.0,4.65,4.5,4.88,5.0,4.76,8.0,3960.0,1.16,1.17,1.167,1.227,1.23,1.18,30.0,-2910.0
11814,1,2,2,62.0,800.0,5.0,4.6,4.5,5.63,5.63,4.93,15.0,2020.0,1.16,1.17,1.17,1.18,1.18,1.17,47.0,-1220.0
11815,0,1,1,38.0,1092.0,5.0,5.0,5.0,5.18,5.18,5.05,11.0,2580.0,1.16,1.15,1.17,1.2,1.2,1.17,27.0,-1488.0
11816,0,1,1,836.0,16.0,5.0,4.25,4.5,5.11,5.11,4.72,70.0,714.0,1.16,1.2,1.17,1.2,1.2,1.18,766.0,-698.0
11817,1,2,1,285.0,177.0,5.0,5.0,5.5,6.5,6.5,5.5,30.0,1240.0,1.14,1.13,1.14,1.14,1.14,1.14,255.0,-1063.0
11818,0,1,1,304.0,157.0,5.0,5.25,5.5,5.29,5.5,5.26,49.0,852.0,1.16,1.14,1.14,1.19,1.19,1.16,255.0,-695.0
11819,1,1,3,23.0,1400.0,5.0,5.0,4.33,4.75,5.0,4.77,11.0,2660.0,1.16,1.15,1.2,1.24,1.24,1.19,12.0,-1260.0
11820,0,1,2,65.0,753.0,5.0,4.25,4.0,5.16,5.16,4.6,39.0,1025.0,1.16,1.2,1.22,1.2,1.22,1.2,26.0,-272.0
11821,1,1,2,166.0,319.0,5.0,4.5,4.33,4.97,5.0,4.7,18.0,1540.0,1.16,1.18,1.2,1.21,1.21,1.19,148.0,-1221.0
11822,1,2,1,88.0,617.0,5.0,4.75,4.5,5.11,5.11,4.84,42.0,1015.0,1.16,1.17,1.17,1.2,1.2,1.18,46.0,-398.0
11823,1,2,2,70.0,739.0,5.0,4.5,5.0,5.55,5.55,5.01,40.0,1070.0,1.16,1.16,1.17,1.18,1.18,1.17,30.0,-331.0
11824,1,2,5,99.0,575.0,5.0,4.5,4.5,5.01,5.01,4.75,40.0,1070.0,1.16,1.16,1.2,1.22,1.22,1.19,59.0,-495.0
11825,0,1,1,387.0,113.0,5.0,4.3,4.5,5.37,5.37,4.79,145.0,414.0,1.16,1.18,1.2,1.19,1.2,1.18,242.0,-301.0
11826,0,1,2,93.0,590.0,5.0,5.0,5.0,5.27,5.27,5.07,5.0,4585.0,1.16,1.16,1.14,1.2,1.2,1.17,88.0,-3995.0
11827,1,1,5,28.0,1360.0,5.0,4.5,4.5,5.25,5.25,4.81,3.0,8265.0,1.16,1.18,1.2,1.21,1.21,1.19,25.0,-6905.0
11828,1,1,2,125.0,432.0,5.0,5.5,4.5,5.27,5.5,5.07,11.0,2620.0,1.16,1.13,1.17,1.2,1.2,1.17,114.0,-2188.0
11829,1,1,5,96.0,565.0,5.0,5.0,5.5,5.22,5.5,5.18,27.0,1395.0,1.16,1.15,1.12,1.21,1.21,1.16,69.0,-830.0
11830,1,2,2,212.0,232.0,5.0,4.25,4.5,5.08,5.08,4.71,39.0,953.0,1.16,1.2,1.17,1.21,1.21,1.19,173.0,-721.0
11831,0,1,2,66.0,737.0,5.0,4.4,5.0,5.83,5.83,5.06,6.0,4630.0,1.16,1.18,1.17,1.17,1.18,1.17,60.0,-3893.0
11832,1,2,2,140.0,384.0,5.0,4.25,4.33,5.33,5.33,4.73,15.0,1925.0,1.16,1.2,1.2,1.19,1.2,1.19,125.0,-1541.0
11833,1,1,5,26.0,1450.0,5.0,4.44,5.0,5.05,5.05,4.87,2.0,8310.0,1.14,1.17,1.143,1.217,1.22,1.17,24.0,-6860.0
11834,0,1,1,282.0,169.0,5.0,4.5,5.0,4.85,5.0,4.84,74.0,732.0,1.16,1.18,1.14,1.22,1.22,1.18,208.0,-563.0
11835,1,1,1,526.0,65.0,5.0,4.75,5.0,5.0,5.0,4.94,90.0,599.0,1.14,1.17,1.14,1.21,1.21,1.17,436.0,-534.0
11836,1,1,1,625.0,37.0,5.0,5.0,5.5,5.06,5.5,5.14,72.0,651.0,1.16,1.15,1.12,1.2,1.2,1.16,553.0,-614.0
11837,1,2,8,66.0,745.0,5.0,4.75,5.0,5.77,5.77,5.13,5.0,5280.0,1.16,1.17,1.17,1.18,1.18,1.17,61.0,-4535.0
11838,1,1,5,30.0,1205.0,5.0,5.0,5.0,5.13,5.13,5.03,3.0,8170.0,1.16,1.16,1.17,1.21,1.21,1.18,27.0,-6965.0
11839,1,1,2,43.0,1015.0,5.0,4.5,5.0,5.49,5.49,5.0,6.0,4235.0,1.16,1.18,1.17,1.19,1.19,1.18,37.0,-3220.0
11840,0,1,5,21.0,1720.0,5.0,4.25,5.0,5.84,5.84,5.02,2.0,7335.0,1.14,1.2,1.14,1.18,1.2,1.17,19.0,-5615.0
11841,1,2,2,59.0,795.0,5.0,4.5,4.5,5.05,5.05,4.76,18.0,2085.0,1.14,1.18,1.17,1.22,1.22,1.18,41.0,-1290.0
11842,1,2,5,25.0,1395.0,5.0,5.0,5.0,5.37,5.37,5.09,8.0,4490.0,1.16,1.15,1.17,1.2,1.2,1.17,17.0,-3095.0
11843,1,2,2,82.0,683.0,5.0,4.75,5.0,6.02,6.02,5.19,10.0,2840.0,1.16,1.15,1.17,1.17,1.17,1.16,72.0,-2157.0
11844,1,1,3,87.0,638.0,5.0,4.5,4.5,5.13,5.13,4.78,29.0,1220.0,1.16,1.18,1.2,1.21,1.21,1.19,58.0,-582.0
11845,0,1,1,154.0,353.0,5.0,4.25,5.0,5.06,5.06,4.83,19.0,1885.0,1.14,1.2,1.14,1.22,1.22,1.18,135.0,-1532.0
11846,1,1,5,107.0,538.0,5.0,4.25,4.5,5.43,5.43,4.8,36.0,1138.0,1.16,1.2,1.17,1.2,1.2,1.18,71.0,-600.0
11847,0,1,1,68.0,741.0,5.0,4.0,4.5,5.22,5.22,4.68,31.0,1325.0,1.14,1.22,1.17,1.21,1.22,1.19,37.0,-584.0
11848,1,1,5,89.0,650.0,5.0,4.15,4.5,5.05,5.05,4.68,11.0,2885.0,1.16,1.16,1.2,1.22,1.22,1.19,78.0,-2235.0
11849,1,1,2,1045.0,10.0,5.0,5.25,5.5,5.16,5.5,5.23,15.0,2020.0,1.16,1.15,1.14,1.2,1.2,1.16,1030.0,-2010.0
11850,1,1,2,80.0,621.0,5.0,5.0,4.5,7.11,7.11,5.4,13.0,2135.0,1.16,1.15,1.17,1.13,1.17,1.15,67.0,-1514.0
11851,1,1,2,553.0,60.0,5.0,4.5,4.5,5.31,5.31,4.83,87.0,638.0,1.16,1.18,1.17,1.2,1.2,1.18,466.0,-578.0
11852,1,1,7,9.0,3320.0,5.0,5.0,5.0,5.05,5.05,5.01,2.0,11270.0,1.16,1.15,1.17,1.22,1.22,1.18,7.0,-7950.0
11853,1,2,2,222.0,219.0,5.0,4.5,5.0,4.5,5.0,4.75,23.0,1442.0,1.16,1.18,1.14,1.25,1.25,1.18,199.0,-1223.0
11854,1,1,1,78.0,625.0,5.0,4.5,4.5,4.5,5.0,4.63,17.0,1765.0,1.16,1.18,1.17,1.25,1.25,1.19,61.0,-1140.0
11855,1,1,1,190.0,274.0,5.0,4.3,4.33,3.64,5.0,4.32,30.0,1205.0,1.16,1.2,1.2,1.33,1.33,1.22,160.0,-931.0
11856,1,1,1,46.0,990.0,5.0,4.5,4.5,5.5,5.5,4.88,35.0,1200.0,1.16,1.18,1.17,1.19,1.19,1.18,11.0,-210.0
11857,0,1,2,44.0,965.0,5.0,4.75,4.5,5.23,5.23,4.87,11.0,3635.0,1.16,1.17,1.17,1.2,1.2,1.18,33.0,-2670.0
11858,1,1,8,60.0,780.0,5.0,4.5,5.0,6.0,6.0,5.13,6.0,4205.0,1.14,1.18,1.17,1.17,1.18,1.17,54.0,-3425.0
11859,0,1,1,441.0,87.0,5.0,4.3,4.33,4.36,5.0,4.5,37.0,1067.0,1.16,1.2,1.2,1.25,1.25,1.2,404.0,-980.0
11860,1,3,8,145.0,372.0,5.0,4.54,4.5,5.25,5.25,4.82,6.0,5180.0,1.16,1.17,1.2,1.21,1.21,1.19,139.0,-4808.0
11861,1,1,2,96.0,537.0,5.0,4.5,5.5,7.87,7.87,5.72,14.0,2220.0,1.14,1.2,1.125,1.12,1.2,1.15,82.0,-1683.0
11862,1,1,1,289.0,168.0,5.0,4.75,5.0,5.84,5.84,5.15,89.0,575.0,1.16,1.17,1.14,1.17,1.17,1.16,200.0,-407.0
11863,1,3,1,80.0,622.0,5.0,4.25,4.5,5.41,5.41,4.79,74.0,644.0,1.16,1.2,1.17,1.18,1.2,1.18,6.0,-22.0
11864,0,1,2,392.0,100.0,5.0,4.65,4.33,5.29,5.29,4.82,47.0,986.0,1.14,1.17,1.2,1.2,1.2,1.18,345.0,-886.0
11865,1,3,5,64.0,695.0,5.0,5.0,4.5,5.57,5.57,5.02,33.0,1190.0,1.16,1.15,1.17,1.19,1.19,1.17,31.0,-495.0
11866,1,3,1,110.0,491.0,5.0,5.0,4.5,5.3,5.3,4.95,18.0,1680.0,1.16,1.15,1.17,1.19,1.19,1.17,92.0,-1189.0
11867,1,2,3,33.0,1220.0,5.0,4.25,5.0,6.02,6.02,5.07,6.0,4490.0,1.16,1.16,1.17,1.17,1.17,1.17,27.0,-3270.0
11868,1,2,5,107.0,505.0,5.0,6.0,5.0,4.96,6.0,5.24,11.0,2985.0,1.16,1.11,1.14,1.22,1.22,1.16,96.0,-2480.0
11869,1,3,1,56.0,787.0,5.0,4.25,4.5,5.47,5.47,4.81,29.0,1220.0,1.16,1.2,1.17,1.18,1.2,1.18,27.0,-433.0
11870,1,1,1,61.0,766.0,5.0,4.3,4.5,5.29,5.29,4.77,8.0,3915.0,1.16,1.18,1.2,1.19,1.2,1.18,53.0,-3149.0
11871,0,1,2,73.0,729.0,5.0,5.0,4.5,5.23,5.23,4.93,5.0,4485.0,1.16,1.16,1.17,1.2,1.2,1.17,68.0,-3756.0
11872,1,2,5,186.0,259.0,5.0,4.9,4.5,5.29,5.29,4.92,44.0,985.0,1.16,1.16,1.17,1.2,1.2,1.17,142.0,-726.0
11873,0,1,5,47.0,986.0,5.0,5.0,4.33,5.91,5.91,5.06,5.0,4825.0,1.14,1.15,1.2,1.18,1.2,1.17,42.0,-3839.0
11874,1,3,1,151.0,348.0,5.0,4.25,4.5,4.7,5.0,4.61,11.0,2520.0,1.16,1.2,1.17,1.22,1.22,1.19,140.0,-2172.0
11875,1,3,1,103.0,518.0,5.0,4.5,4.5,5.4,5.4,4.85,39.0,1015.0,1.16,1.18,1.17,1.18,1.18,1.17,64.0,-497.0
11876,1,2,7,22.0,1616.0,5.0,4.25,4.33,4.96,5.0,4.64,6.0,4490.0,1.16,1.18,1.22,1.22,1.22,1.2,16.0,-2874.0
11877,1,1,1,251.0,179.0,5.5,4.45,4.5,6.26,6.26,5.18,20.0,1655.0,1.12,1.18,1.16,1.163,1.18,1.16,231.0,-1476.0
11878,1,2,5,64.0,755.0,5.5,5.0,4.5,5.98,5.98,5.25,12.0,3100.0,1.12,1.15,1.17,1.17,1.17,1.15,52.0,-2345.0
11879,1,1,1,153.0,327.0,5.5,5.0,5.0,7.43,7.43,5.73,117.0,465.0,1.12,1.15,1.14,1.13,1.15,1.14,36.0,-138.0
11880,1,1,1,104.0,525.0,5.5,5.5,5.0,6.63,6.63,5.66,14.0,2430.0,1.12,1.13,1.14,1.151,1.15,1.14,90.0,-1905.0
11881,1,1,5,62.0,682.0,5.5,4.25,4.333,5.57,5.57,4.91,53.0,805.0,1.12,1.2,1.2,1.19,1.2,1.18,9.0,-123.0
11882,1,1,2,131.0,413.0,5.5,5.5,5.5,6.39,6.39,5.72,12.0,2625.0,1.12,1.13,1.12,1.159,1.16,1.13,119.0,-2212.0
11883,0,1,2,66.0,745.0,5.5,5.0,5.0,6.42,6.42,5.48,12.0,2650.0,1.12,1.15,1.14,1.16,1.16,1.14,54.0,-1905.0
11884,0,1,8,67.0,741.0,5.5,4.25,4.33,5.63,5.63,4.93,8.0,3325.0,1.14,1.2,1.2,1.19,1.2,1.18,59.0,-2584.0
11885,1,1,2,20.0,1850.0,5.5,5.05,6.0,6.16,6.16,5.68,3.0,6735.0,1.12,1.14,1.11,1.17,1.17,1.14,17.0,-4885.0
11886,1,2,3,30.0,1360.0,5.5,4.25,4.5,5.56,5.56,4.95,9.0,3735.0,1.12,1.2,1.17,1.2,1.2,1.17,21.0,-2375.0
11887,1,1,2,106.0,490.0,5.5,5.2,5.5,5.53,5.53,5.43,2.0,8310.0,1.12,1.14,1.125,1.192,1.19,1.14,104.0,-7820.0
11888,1,2,2,108.0,499.0,5.5,4.65,5.0,5.88,5.88,5.26,11.0,2880.0,1.12,1.17,1.14,1.177,1.18,1.15,97.0,-2381.0
11889,1,2,2,86.0,615.0,5.5,5.0,5.0,6.5,6.5,5.5,12.0,3100.0,1.12,1.15,1.14,1.16,1.16,1.14,74.0,-2485.0
11890,1,1,1,107.0,504.0,5.5,4.75,5.5,6.04,6.04,5.45,4.0,5035.0,1.12,1.16,1.13,1.17,1.17,1.15,103.0,-4531.0
11891,1,2,5,59.0,745.0,5.5,4.67,5.0,6.46,6.46,5.41,8.0,4595.0,1.14,1.17,1.14,1.16,1.17,1.15,51.0,-3850.0
11892,1,1,1,82.0,624.0,5.5,4.3,4.5,5.84,5.84,5.04,21.0,1715.0,1.12,1.2,1.17,1.18,1.2,1.17,61.0,-1091.0
11893,1,2,2,65.0,722.0,5.5,5.0,6.0,6.49,6.49,5.75,15.0,2220.0,1.12,1.15,1.11,1.16,1.16,1.14,50.0,-1498.0
11894,1,1,2,125.0,456.0,5.5,4.45,5.0,6.0,6.0,5.24,15.0,1975.0,1.12,1.18,1.143,1.172,1.18,1.15,110.0,-1519.0
11895,1,2,2,183.0,272.0,5.5,6.0,4.33,6.12,6.12,5.49,59.0,820.0,1.12,1.11,1.2,1.17,1.2,1.15,124.0,-548.0
11896,1,2,1,76.0,652.0,5.5,4.85,5.5,5.54,5.54,5.35,16.0,2195.0,1.12,1.16,1.13,1.19,1.19,1.15,60.0,-1543.0
11897,1,1,2,40.0,950.0,5.5,4.9,5.0,6.04,6.04,5.36,8.0,3960.0,1.12,1.15,1.143,1.171,1.17,1.15,32.0,-3010.0
11898,1,1,2,65.0,762.0,5.5,5.0,5.5,4.6,5.5,5.15,8.0,4235.0,1.14,1.16,1.14,1.24,1.24,1.17,57.0,-3473.0
11899,1,1,2,84.0,594.0,5.5,4.65,5.0,6.77,6.77,5.48,30.0,1325.0,1.12,1.17,1.143,1.147,1.17,1.15,54.0,-731.0
11900,1,2,2,81.0,601.0,5.5,4.67,4.333,5.57,5.57,5.02,28.0,1351.0,1.12,1.17,1.2,1.19,1.2,1.17,53.0,-750.0
11901,1,1,2,63.0,720.0,5.5,5.2,5.5,6.16,6.16,5.59,9.0,2935.0,1.12,1.14,1.12,1.167,1.17,1.14,54.0,-2215.0
11902,1,1,1,105.0,542.0,5.5,5.25,5.0,6.5,6.5,5.56,30.0,1255.0,1.14,1.14,1.17,1.14,1.17,1.15,75.0,-713.0
11903,1,1,2,17.0,2190.0,5.5,5.05,5.5,6.23,6.23,5.57,2.0,7145.0,1.12,1.14,1.13,1.16,1.16,1.14,15.0,-4955.0
11904,1,1,7,27.0,1535.0,5.5,4.5,4.5,5.92,5.92,5.11,4.0,5155.0,1.12,1.18,1.17,1.18,1.18,1.16,23.0,-3620.0
11905,1,2,1,43.0,977.0,5.5,4.67,4.5,5.8,5.8,5.12,34.0,1255.0,1.14,1.17,1.17,1.18,1.18,1.17,9.0,-278.0
11906,1,1,3,53.0,817.0,5.5,4.65,5.0,6.5,6.5,5.41,7.0,4245.0,1.12,1.17,1.14,1.155,1.17,1.15,46.0,-3428.0
11907,1,2,7,208.0,220.0,5.5,4.67,5.0,6.08,6.08,5.31,29.0,1250.0,1.12,1.17,1.143,1.169,1.17,1.15,179.0,-1030.0
11908,0,1,5,157.0,339.0,5.5,4.25,4.33,5.62,5.62,4.93,14.0,2330.0,1.12,1.2,1.2,1.19,1.2,1.18,143.0,-1991.0
11909,1,3,1,86.0,731.0,5.5,4.5,4.5,5.62,5.62,5.03,16.0,2125.0,1.12,1.18,1.17,1.19,1.19,1.17,70.0,-1394.0
11910,1,1,1,391.0,95.0,5.5,5.5,7.0,6.19,7.0,6.05,21.0,1635.0,1.12,1.13,1.083,1.165,1.17,1.12,370.0,-1540.0
11911,1,2,5,96.0,562.0,5.5,5.07,4.5,5.49,5.5,5.14,15.0,2320.0,1.14,1.15,1.17,1.18,1.18,1.16,81.0,-1758.0
11912,1,2,1,80.0,608.0,5.5,5.2,5.0,6.77,6.77,5.62,32.0,1246.0,1.12,1.14,1.143,1.147,1.15,1.14,48.0,-638.0
11913,0,1,1,830.0,12.0,5.5,6.0,5.0,6.35,6.35,5.71,133.0,414.0,1.14,1.11,1.14,1.16,1.16,1.14,697.0,-402.0
11914,0,1,2,59.0,819.0,5.5,4.5,5.0,6.28,6.28,5.32,5.0,4780.0,1.12,1.18,1.14,1.16,1.18,1.15,54.0,-3961.0
11915,1,2,1,315.0,134.0,5.5,4.05,4.5,5.67,5.67,4.93,22.0,1710.0,1.14,1.21,1.17,1.19,1.21,1.18,293.0,-1576.0
11916,1,1,5,162.0,317.0,5.5,4.75,4.5,5.3,5.5,5.01,18.0,1780.0,1.12,1.15,1.167,1.203,1.2,1.16,144.0,-1463.0
11917,1,2,2,51.0,860.0,5.5,4.65,4.5,6.77,6.77,5.36,24.0,1630.0,1.12,1.17,1.167,1.147,1.17,1.15,27.0,-770.0
11918,0,1,2,59.0,832.0,5.5,4.45,5.0,6.35,6.35,5.33,5.0,4825.0,1.12,1.17,1.14,1.16,1.17,1.15,54.0,-3993.0
11919,0,1,2,24.0,1480.0,5.5,5.0,5.5,6.95,6.95,5.74,3.0,6945.0,1.12,1.15,1.13,1.14,1.15,1.14,21.0,-5465.0
11920,1,2,1,60.0,729.0,5.5,5.2,4.5,6.16,6.16,5.34,19.0,1780.0,1.12,1.14,1.167,1.167,1.17,1.15,41.0,-1051.0
11921,1,1,8,5.0,5230.0,5.5,4.6,5.0,5.77,5.77,5.22,1.0,16585.0,1.14,1.17,1.17,1.18,1.18,1.17,4.0,-11355.0
11922,1,2,1,57.0,780.0,5.5,5.2,5.5,5.61,5.61,5.45,10.0,2860.0,1.12,1.14,1.125,1.189,1.19,1.14,47.0,-2080.0
11923,1,1,3,49.0,921.0,5.5,5.0,4.5,6.04,6.04,5.26,7.0,3780.0,1.12,1.15,1.17,1.17,1.17,1.15,42.0,-2859.0
11924,0,1,2,59.0,852.0,5.5,5.0,4.5,5.94,5.94,5.24,14.0,2485.0,1.12,1.15,1.17,1.17,1.17,1.15,45.0,-1633.0
11925,1,2,7,101.0,537.0,5.5,4.5,4.5,5.56,5.56,5.02,19.0,1750.0,1.14,1.18,1.17,1.19,1.19,1.17,82.0,-1213.0
11926,1,2,1,829.0,20.0,5.5,5.25,5.0,5.47,5.5,5.31,78.0,647.0,1.14,1.14,1.14,1.18,1.18,1.15,751.0,-627.0
11927,1,1,2,37.0,1095.0,5.5,4.3,6.0,5.8,6.0,5.4,6.0,4690.0,1.14,1.14,1.12,1.17,1.17,1.14,31.0,-3595.0
11928,1,2,1,61.0,810.0,5.5,5.25,5.0,6.34,6.34,5.52,24.0,1630.0,1.14,1.15,1.14,1.15,1.15,1.15,37.0,-820.0
11929,1,3,2,95.0,616.0,5.5,4.8,5.0,6.85,6.85,5.54,7.0,3105.0,1.14,1.12,1.14,1.15,1.15,1.14,88.0,-2489.0
11930,1,2,1,74.0,667.0,5.5,4.25,4.0,5.0,5.5,4.69,42.0,945.0,1.14,1.2,1.22,1.21,1.22,1.19,32.0,-278.0
11931,1,1,2,131.0,456.0,5.5,4.3,5.0,5.77,5.77,5.14,18.0,1990.0,1.14,1.14,1.17,1.17,1.17,1.16,113.0,-1534.0
11932,1,3,1,282.0,168.0,5.5,5.25,5.0,5.78,5.78,5.38,80.0,614.0,1.14,1.14,1.14,1.17,1.17,1.15,202.0,-446.0
11933,1,1,3,44.0,971.0,5.5,5.5,5.5,6.35,6.35,5.71,9.0,4340.0,1.14,1.13,1.14,1.16,1.16,1.14,35.0,-3369.0
11934,1,2,1,97.0,563.0,5.5,4.65,5.0,5.61,5.61,5.19,44.0,930.0,1.14,1.17,1.14,1.18,1.18,1.16,53.0,-367.0
11935,1,2,7,6.0,4520.0,5.5,4.75,5.0,5.73,5.73,5.25,5.0,6895.0,1.14,1.16,1.17,1.18,1.18,1.16,1.0,-2375.0
11936,1,3,1,161.0,320.0,5.5,5.25,5.0,6.1,6.1,5.46,18.0,1890.0,1.14,1.14,1.14,1.16,1.16,1.15,143.0,-1570.0
11937,1,2,3,17.0,1940.0,5.5,4.5,5.0,5.05,5.5,5.01,3.0,7760.0,1.14,1.17,1.17,1.22,1.22,1.18,14.0,-5820.0
11938,1,3,2,85.0,594.0,5.5,5.0,4.5,5.88,5.88,5.22,24.0,1450.0,1.14,1.16,1.17,1.17,1.17,1.16,61.0,-856.0
11939,1,2,3,36.0,1065.0,5.5,5.0,5.5,5.84,5.84,5.46,7.0,4320.0,1.14,1.15,1.14,1.18,1.18,1.15,29.0,-3255.0
11940,1,3,1,39.0,1110.0,5.5,4.8,5.5,6.65,6.65,5.61,10.0,2905.0,1.14,1.12,1.14,1.14,1.14,1.14,29.0,-1795.0
11941,1,1,2,132.0,424.0,5.5,4.5,4.33,6.0,6.0,5.08,34.0,1180.0,1.14,1.18,1.2,1.16,1.2,1.17,98.0,-756.0
11942,0,1,1,163.0,314.0,5.5,5.0,6.0,5.88,6.0,5.6,50.0,908.0,1.14,1.15,1.11,1.16,1.16,1.14,113.0,-594.0
11943,1,1,2,49.0,935.0,5.5,4.2,5.0,5.65,5.65,5.09,16.0,2025.0,1.14,1.15,1.17,1.18,1.18,1.16,33.0,-1090.0
